"country"	"year"	"continent"	"population"	"life_exp"	"gdp_per_cap"	"gini"
"Netherlands"	1802	"europe"	2260000	39.9	4390	51.9
"New Zealand"	1802	"asia"	100000	34	658	38.2
"Nicaragua"	1802	"americas"	219000	25.4	973	39.4
"Niger"	1802	"africa"	1240000	30.8	446	34.9
"Nigeria"	1802	"africa"	12100000	30.4	854	53.5
"North Korea"	1802	"asia"	4340000	26	577	37
"Norway"	1802	"europe"	878000	38.4	1280	35.1
"Oman"	1802	"asia"	318000	32.3	916	40
"Pakistan"	1802	"asia"	13200000	25.8	1020	24.5
"Palestine"	1802	"asia"	166000	32.1	1220	34
"Panama"	1802	"americas"	78800	32.9	847	40.1
"Papua New Guinea"	1802	"asia"	755000	31.5	546	28.4
"Paraguay"	1802	"americas"	143000	35.5	835	40.8
"Peru"	1802	"americas"	1310000	35.7	1200	53
"Philippines"	1802	"asia"	1890000	30.9	962	28.5
"Poland"	1802	"europe"	9600000	35.9	1220	29.5
"Portugal"	1802	"europe"	3060000	35.6	1680	58.1
"Qatar"	1802	"asia"	14100	30.8	1100	40
"Romania"	1802	"europe"	5550000	35.7	815	40.5
"Russia"	1802	"europe"	31100000	29.6	1430	52.8
"Rwanda"	1802	"africa"	928000	25	432	42.5
"Samoa"	1802	"asia"	47300	25.4	1400	42.1
"Sao Tome and Principe"	1802	"africa"	22700	31	853	32.1
"Saudi Arabia"	1802	"asia"	2090000	32.1	847	40
"Senegal"	1802	"africa"	1010000	25.2	497	53.8
"Serbia"	1802	"europe"	2150000	35.5	1360	33.7
"Seychelles"	1802	"africa"	12500	37	798	41.3
"Sierra Leone"	1802	"africa"	794000	25.1	734	41.2
"Singapore"	1802	"asia"	30000	29.1	1020	47
"Slovak Republic"	1802	"europe"	2140000	36.4	1430	27.8
"Slovenia"	1802	"europe"	470000	36.6	1410	21.9
"Solomon Islands"	1802	"asia"	57000	25.1	363	46.1
"Somalia"	1802	"africa"	992000	29.4	695	50.9
"South Africa"	1802	"africa"	1450000	33.5	1480	35.2
"South Korea"	1802	"asia"	9400000	25.8	574	32
"South Sudan"	1802	"africa"	1030000	26.7	507	45
"Spain"	1802	"europe"	11600000	29.5	1520	32.3
"Sri Lanka"	1802	"asia"	1210000	32.6	898	37.2
"St. Lucia"	1802	"americas"	24000	28	875	42.6
"St. Vincent and the Grenadines"	1802	"americas"	25800	26	838	40
"Sudan"	1802	"africa"	4000000	31.4	518	33.9
"Suriname"	1802	"americas"	80700	32.9	1640	45.6
"Swaziland"	1802	"africa"	86000	32.3	490	60.5
"Sweden"	1802	"europe"	2360000	40.2	1470	39.5
"Switzerland"	1802	"europe"	1840000	38	2700	38.6
"Syria"	1802	"asia"	1340000	31.1	1080	46.5
"Tajikistan"	1802	"asia"	467000	24.2	557	36.4
"Tanzania"	1802	"africa"	3020000	32.2	562	27.9
"Thailand"	1802	"asia"	4660000	30.4	931	46.2
"Timor-Leste"	1802	"asia"	137000	28.9	523	35.9
"Togo"	1802	"africa"	446000	31.3	683	43.6
"Tonga"	1802	"asia"	18700	28.2	663	37.7
"Trinidad and Tobago"	1802	"americas"	60000	32.9	1230	45.5
"Tunisia"	1802	"africa"	863000	28.8	716	74.2
"Turkey"	1802	"europe"	9800000	35	1220	54.5
"Turkmenistan"	1802	"asia"	367000	24	945	35
"Uganda"	1802	"africa"	2100000	25.3	464	43.6
"Ukraine"	1802	"europe"	11200000	36.6	765	40.1
"United Arab Emirates"	1802	"asia"	40200	30.7	1000	40
"United Kingdom"	1802	"europe"	12600000	38.6	3450	58.9
"United States"	1802	"americas"	7070000	39.4	2200	52
"Uruguay"	1802	"americas"	55000	32.9	1760	54.7
"Uzbekistan"	1802	"asia"	1920000	26.9	502	33.9
"Vanuatu"	1802	"asia"	27800	24.3	586	37.6
"Venezuela"	1802	"americas"	718000	32.2	682	62.8
"Vietnam"	1802	"asia"	6550000	32	861	34.2
"Yemen"	1802	"asia"	2590000	23.4	882	50.1
"Zambia"	1802	"africa"	747000	32.6	667	54.5
"Zimbabwe"	1802	"africa"	1090000	33.7	871	27.5
"Afghanistan"	1803	"asia"	3280000	28.2	603	30.5
"Albania"	1803	"europe"	414000	35.4	667	38.9
"Algeria"	1803	"africa"	2530000	28.8	718	56.2
"Angola"	1803	"africa"	1570000	27	626	57.2
"Antigua and Barbuda"	1803	"americas"	37000	33.5	757	40
"Argentina"	1803	"americas"	534000	33.2	1510	47.7
"Armenia"	1803	"europe"	413000	34	514	31.5
"Australia"	1803	"asia"	348000	34	820	38.7
"Austria"	1803	"europe"	3230000	34.4	1870	33.4
"Azerbaijan"	1803	"europe"	880000	29.2	775	70.5
"Bahamas"	1803	"americas"	27400	35.2	1450	40
"Bahrain"	1803	"asia"	64500	30.3	1250	40
"Bangladesh"	1803	"asia"	19300000	25.5	876	28
"Barbados"	1803	"americas"	81700	32.1	914	40
"Belarus"	1803	"europe"	2360000	36.2	609	55.6
"Belgium"	1803	"europe"	3180000	40	2410	41.7
"Belize"	1803	"americas"	25500	26.5	579	60.3
"Benin"	1803	"africa"	637000	31	597	40.7
"Bhutan"	1803	"asia"	90000	28.8	630	40.9
"Bolivia"	1803	"americas"	1100000	33	854	39.2
"Bosnia and Herzegovina"	1803	"europe"	852000	35.1	669	30
"Botswana"	1803	"africa"	121000	33.6	397	47
"Brazil"	1803	"americas"	3760000	32	1110	37.9
"Brunei"	1803	"asia"	2130	29.2	1510	40
"Bulgaria"	1803	"europe"	2020000	35.9	1090	38.9
"Burkina Faso"	1803	"africa"	1670000	29.2	480	38.1
"Burundi"	1803	"africa"	899000	31.5	419	35.1
"Cambodia"	1803	"asia"	2090000	35	904	42
"Cameroon"	1803	"africa"	1860000	28.8	626	41.9
"Canada"	1803	"americas"	669000	39	1340	44.8
"Cape Verde"	1803	"africa"	55700	33.8	529	52.5
"Central African Republic"	1803	"africa"	479000	30	424	57.6
"Chad"	1803	"africa"	1430000	30.9	418	28.2
"Chile"	1803	"americas"	771000	32	1030	48.4
"China"	1803	"asia"	330000000	32	984	37.1
"Colombia"	1803	"americas"	1210000	32	963	59.1
"Comoros"	1803	"africa"	56300	32.1	698	34.1
"Congo, Dem. Rep."	1803	"africa"	5160000	31.6	491	40.4
"Congo, Rep."	1803	"africa"	314000	32.7	580	56.4
"Costa Rica"	1803	"americas"	54000	30.2	775	42.1
"Cote d Ivoire"	1803	"africa"	1090000	31.2	822	40.3
"Croatia"	1803	"europe"	1230000	36.1	1110	16.3
"Cuba"	1803	"americas"	377000	32.6	894	40
"Cyprus"	1803	"europe"	184000	38.5	854	30.1
"Czech Republic"	1803	"europe"	5520000	35	1920	22.8
"Denmark"	1803	"europe"	1080000	44.8	2020	37.2
"Djibouti"	1803	"africa"	22800	29.9	759	36.5
"Dominican Republic"	1803	"americas"	89000	29.9	667	39.9
"Ecuador"	1803	"americas"	500000	32.9	529	41.9
"Egypt"	1803	"africa"	4240000	33	791	34
"El Salvador"	1803	"americas"	248000	28.7	975	41.2
"Equatorial Guinea"	1803	"africa"	80400	29.8	357	40
"Eritrea"	1803	"africa"	205000	30.2	532	40
"Estonia"	1803	"europe"	334000	34.8	941	47.8
"Ethiopia"	1803	"africa"	2950000	29.7	523	47.7
"Fiji"	1803	"asia"	131000	26.1	785	35.3
"Finland"	1803	"europe"	1000000	28.5	1250	47.1
"France"	1803	"europe"	29600000	30.6	1810	73.3
"Gabon"	1803	"africa"	158000	30.6	390	46.3
"Gambia"	1803	"africa"	103000	28.8	814	39.6
"Georgia"	1803	"europe"	1070000	31.9	543	26.9
"Germany"	1803	"europe"	23200000	38.4	1670	50.8
"Ghana"	1803	"africa"	2020000	28	697	47
"Greece"	1803	"europe"	2170000	36.6	1380	51.6
"Grenada"	1803	"americas"	29400	31.4	959	40
"Guatemala"	1803	"americas"	477000	25.8	857	37.4
"Guinea"	1803	"africa"	984000	29.5	450	34.4
"Guinea-Bissau"	1803	"africa"	218000	32	777	49.5
"Guyana"	1803	"americas"	166000	31.1	1220	39.5
"Haiti"	1803	"americas"	723000	29	634	47.5
"Honduras"	1803	"americas"	131000	33.9	675	58.5
"Hungary"	1803	"europe"	3590000	36	1250	36.2
"Iceland"	1803	"europe"	61400	19.6	927	25.8
"India"	1803	"asia"	170000000	24	1050	32.1
"Indonesia"	1803	"asia"	16200000	30	995	40.8
"Iran"	1803	"asia"	6310000	25.6	977	59.2
"Iraq"	1803	"asia"	1080000	31.2	970	41.9
"Ireland"	1803	"europe"	4200000	38.3	1450	38.6
"Israel"	1803	"asia"	210000	32	880	34.7
"Italy"	1803	"europe"	19000000	29.7	2330	56.1
"Jamaica"	1803	"americas"	401000	34.2	1170	41.3
"Japan"	1803	"asia"	30400000	36.4	1050	46.8
"Jordan"	1803	"asia"	217000	31.7	976	36.9
"Kazakhstan"	1803	"asia"	2040000	26.2	1140	35.3
"Kenya"	1803	"africa"	2570000	25.5	862	54.1
"Kiribati"	1803	"asia"	17900	24.9	552	37
"Kuwait"	1803	"asia"	81300	26	1110	40
"Kyrgyz Republic"	1803	"asia"	530000	23.9	508	36.9
"Lao"	1803	"asia"	470000	31.9	865	32.6
"Latvia"	1803	"europe"	591000	33	754	45
"Lebanon"	1803	"asia"	332000	29.7	1080	47.5
"Lesotho"	1803	"africa"	276000	32.8	394	56
"Liberia"	1803	"africa"	314000	31.1	797	36.5
"Libya"	1803	"africa"	532000	33.1	1050	40
"Lithuania"	1803	"europe"	779000	28.9	1270	44.6
"Luxembourg"	1803	"europe"	127000	36.9	1450	33.8
"Macedonia, FYR"	1803	"europe"	392000	36.1	690	31.1
"Madagascar"	1803	"africa"	1560000	30.5	573	38.8
"Malawi"	1803	"africa"	737000	30.3	350	44.8
"Malaysia"	1803	"asia"	287000	30.6	997	20
"Maldives"	1803	"asia"	42400	32.6	843	41.3
"Mali"	1803	"africa"	1400000	26.4	603	49.2
"Malta"	1803	"europe"	134000	28.7	782	28
"Mauritania"	1803	"africa"	383000	32	528	40.3
"Mauritius"	1803	"africa"	67000	28.7	940	38.6
"Mexico"	1803	"americas"	6240000	26.9	1380	36.1
"Micronesia, Fed. Sts."	1803	"asia"	16400	26.7	519	42.4
"Moldova"	1803	"europe"	713000	33.1	621	43.4
"Mongolia"	1803	"asia"	619000	31.8	592	32
"Montenegro"	1803	"europe"	127000	35.4	1060	30.2
"Morocco"	1803	"africa"	2530000	33.1	715	55.4
"Mozambique"	1803	"africa"	2000000	30.3	391	52.1
"Myanmar"	1803	"asia"	3510000	30.8	840	26.2
"Namibia"	1803	"africa"	229000	32.4	540	51.4
"Nepal"	1803	"asia"	3880000	32.8	654	25.8
"Netherlands"	1803	"europe"	2270000	39.9	4300	51.9
"New Zealand"	1803	"asia"	100000	34	658	38.2
"Nicaragua"	1803	"americas"	219000	25.4	974	39.4
"Niger"	1803	"africa"	1240000	30.8	446	34.9
"Nigeria"	1803	"africa"	12100000	30.4	856	53.5
"North Korea"	1803	"asia"	4340000	26	577	37
"Norway"	1803	"europe"	883000	38.7	1280	35.1
"Oman"	1803	"asia"	318000	32.3	916	40
"Pakistan"	1803	"asia"	13200000	25.8	1020	24.5
"Palestine"	1803	"asia"	166000	32.1	1220	34
"Panama"	1803	"americas"	78800	32.9	847	40.1
"Papua New Guinea"	1803	"asia"	755000	31.5	546	28.4
"Paraguay"	1803	"americas"	143000	35.5	835	40.8
"Peru"	1803	"americas"	1310000	35.7	1200	53
"Philippines"	1803	"asia"	1890000	30.9	962	28.5
"Poland"	1803	"europe"	9640000	35.9	1230	29.5
"Portugal"	1803	"europe"	3070000	35.6	1680	58.1
"Qatar"	1803	"asia"	14100	30.8	1110	40
"Romania"	1803	"europe"	5590000	35.7	815	40.5
"Russia"	1803	"europe"	31100000	29.6	1440	52.8
"Rwanda"	1803	"africa"	928000	31.8	433	42.5
"Samoa"	1803	"asia"	47300	25.4	1400	42.1
"Sao Tome and Principe"	1803	"africa"	22700	31	855	32.1
"Saudi Arabia"	1803	"asia"	2090000	32.1	847	40
"Senegal"	1803	"africa"	1010000	25.2	497	53.8
"Serbia"	1803	"europe"	2150000	35.5	1360	33.7
"Seychelles"	1803	"africa"	12500	37	801	41.3
"Sierra Leone"	1803	"africa"	794000	25.1	734	41.2
"Singapore"	1803	"asia"	30000	29.1	1020	47
"Slovak Republic"	1803	"europe"	2140000	36.4	1430	27.8
"Slovenia"	1803	"europe"	470000	36.6	1410	21.9
"Solomon Islands"	1803	"asia"	57000	25.1	363	46.1
"Somalia"	1803	"africa"	993000	29.4	696	50.9
"South Africa"	1803	"africa"	1460000	33.5	1480	35.2
"South Korea"	1803	"asia"	9400000	25.8	574	32
"South Sudan"	1803	"africa"	1030000	26.7	507	45
"Spain"	1803	"europe"	11600000	29.5	1520	32.3
"Sri Lanka"	1803	"asia"	1210000	32.6	898	37.2
"St. Lucia"	1803	"americas"	24000	28	875	42.6
"St. Vincent and the Grenadines"	1803	"americas"	25800	26	838	40
"Sudan"	1803	"africa"	4010000	31.4	518	33.9
"Suriname"	1803	"americas"	80700	32.9	1640	45.6
"Swaziland"	1803	"africa"	86000	32.3	490	60.5
"Sweden"	1803	"europe"	2380000	40.3	1450	39.5
"Switzerland"	1803	"europe"	1850000	38	2700	38.6
"Syria"	1803	"asia"	1340000	31.1	1080	46.5
"Tajikistan"	1803	"asia"	467000	24.2	557	36.4
"Tanzania"	1803	"africa"	3020000	32.2	562	27.9
"Thailand"	1803	"asia"	4660000	30.4	931	46.2
"Timor-Leste"	1803	"asia"	137000	28.9	524	35.9
"Togo"	1803	"africa"	446000	31.3	683	43.6
"Tonga"	1803	"asia"	18600	28.2	663	37.7
"Trinidad and Tobago"	1803	"americas"	60000	32.9	1230	45.5
"Tunisia"	1803	"africa"	864000	28.8	716	74.2
"Turkey"	1803	"europe"	9820000	35	1220	54.5
"Turkmenistan"	1803	"asia"	367000	24	946	35
"Uganda"	1803	"africa"	2100000	25.3	464	43.6
"Ukraine"	1803	"europe"	11200000	36.6	766	40.1
"United Arab Emirates"	1803	"asia"	40200	30.7	1010	40
"United Kingdom"	1803	"europe"	12800000	37.3	3340	58.9
"United States"	1803	"americas"	7200000	39.4	2170	52
"Uruguay"	1803	"americas"	55000	32.9	1760	54.7
"Uzbekistan"	1803	"asia"	1920000	26.9	502	33.9
"Vanuatu"	1803	"asia"	27800	24.3	586	37.6
"Venezuela"	1803	"americas"	718000	32.2	682	62.8
"Vietnam"	1803	"asia"	6550000	32	861	34.2
"Yemen"	1803	"asia"	2590000	23.4	884	50.1
"Zambia"	1803	"africa"	747000	32.6	668	54.5
"Zimbabwe"	1803	"africa"	1090000	33.7	872	27.5
"Afghanistan"	1804	"asia"	3280000	28.2	603	30.5
"Albania"	1804	"europe"	416000	35.4	667	38.9
"Algeria"	1804	"africa"	2540000	28.8	719	56.2
"Angola"	1804	"africa"	1570000	27	628	57.2
"Antigua and Barbuda"	1804	"americas"	37000	33.5	757	40
"Argentina"	1804	"americas"	534000	33.2	1510	47.7
"Armenia"	1804	"europe"	413000	34	514	31.5
"Australia"	1804	"asia"	348000	34	822	38.7
"Austria"	1804	"europe"	3240000	34.4	1880	33.4
"Azerbaijan"	1804	"europe"	880000	29.2	775	70.5
"Bahamas"	1804	"americas"	27400	35.2	1450	40
"Bahrain"	1804	"asia"	64500	30.3	1260	40
"Bangladesh"	1804	"asia"	19400000	25.5	876	28
"Barbados"	1804	"americas"	81700	32.1	914	40
"Belarus"	1804	"europe"	2360000	36.2	609	55.6
"Belgium"	1804	"europe"	3200000	40	2410	41.7
"Belize"	1804	"americas"	25500	26.5	579	60.3
"Benin"	1804	"africa"	637000	31	597	40.7
"Bhutan"	1804	"asia"	90000	28.8	630	40.9
"Bolivia"	1804	"americas"	1100000	33	854	39.2
"Bosnia and Herzegovina"	1804	"europe"	852000	35.1	669	30
"Botswana"	1804	"africa"	121000	33.6	397	47
"Brazil"	1804	"americas"	3800000	32	1110	37.9
"Brunei"	1804	"asia"	2130	29.2	1510	40
"Bulgaria"	1804	"europe"	2030000	36	1090	38.9
"Burkina Faso"	1804	"africa"	1670000	29.2	480	38.1
"Burundi"	1804	"africa"	899000	31.5	420	35.1
"Cambodia"	1804	"asia"	2090000	35	904	42
"Cameroon"	1804	"africa"	1860000	28.8	626	41.9
"Canada"	1804	"americas"	677000	39	1350	44.8
"Cape Verde"	1804	"africa"	55700	33.8	530	52.5
"Central African Republic"	1804	"africa"	479000	30	424	57.6
"Chad"	1804	"africa"	1430000	30.9	418	28.2
"Chile"	1804	"americas"	771000	32	1030	48.4
"China"	1804	"asia"	333000000	32	984	37.1
"Colombia"	1804	"americas"	1210000	32	963	59.1
"Comoros"	1804	"africa"	56300	32.1	699	34.1
"Congo, Dem. Rep."	1804	"africa"	5160000	31.6	493	40.4
"Congo, Rep."	1804	"africa"	314000	32.7	581	56.4
"Costa Rica"	1804	"americas"	54500	30.2	775	42.1
"Cote d Ivoire"	1804	"africa"	1090000	31.2	825	40.3
"Croatia"	1804	"europe"	1230000	36.1	1120	16.3
"Cuba"	1804	"americas"	389000	32.7	905	40
"Cyprus"	1804	"europe"	184000	38.5	854	30.1
"Czech Republic"	1804	"europe"	5520000	35	1920	22.8
"Denmark"	1804	"europe"	1080000	42.8	2030	37.2
"Djibouti"	1804	"africa"	22800	29.9	762	36.5
"Dominican Republic"	1804	"americas"	89000	29.9	667	39.9
"Ecuador"	1804	"americas"	500000	32.9	529	41.9
"Egypt"	1804	"africa"	4230000	33	791	34
"El Salvador"	1804	"americas"	248000	28.7	975	41.2
"Equatorial Guinea"	1804	"africa"	80400	29.8	357	40
"Eritrea"	1804	"africa"	205000	30.2	532	40
"Estonia"	1804	"europe"	334000	34.4	942	47.8
"Ethiopia"	1804	"africa"	2950000	29.7	523	47.7
"Fiji"	1804	"asia"	131000	26.1	785	35.3
"Finland"	1804	"europe"	1010000	35.9	1250	47.1
"France"	1804	"europe"	29700000	29.4	1820	73.3
"Gabon"	1804	"africa"	158000	30.6	390	46.3
"Gambia"	1804	"africa"	103000	28.8	815	39.6
"Georgia"	1804	"europe"	1070000	31.9	543	26.9
"Germany"	1804	"europe"	23300000	38.4	1680	50.8
"Ghana"	1804	"africa"	2020000	28	698	47
"Greece"	1804	"europe"	2180000	36.6	1380	51.6
"Grenada"	1804	"americas"	29400	31.4	959	40
"Guatemala"	1804	"americas"	483000	25.8	858	37.4
"Guinea"	1804	"africa"	984000	29.5	450	34.4
"Guinea-Bissau"	1804	"africa"	218000	32	778	49.5
"Guyana"	1804	"americas"	166000	31.1	1220	39.5
"Haiti"	1804	"americas"	723000	29	634	47.5
"Honduras"	1804	"americas"	131000	33.9	675	58.5
"Hungary"	1804	"europe"	3620000	36	1250	36.2
"Iceland"	1804	"europe"	61400	24.8	927	25.8
"India"	1804	"asia"	170000000	23.5	1050	32.1
"Indonesia"	1804	"asia"	16300000	30	995	40.8
"Iran"	1804	"asia"	6330000	25.6	977	59.2
"Iraq"	1804	"asia"	1080000	31.2	970	41.9
"Ireland"	1804	"europe"	4250000	38.3	1450	38.6
"Israel"	1804	"asia"	210000	32	880	34.7
"Italy"	1804	"europe"	19100000	29.7	2430	56.1
"Jamaica"	1804	"americas"	401000	34.2	1170	41.3
"Japan"	1804	"asia"	30400000	36.4	1060	46.8
"Jordan"	1804	"asia"	217000	31.7	976	36.9
"Kazakhstan"	1804	"asia"	2040000	26.2	1140	35.3
"Kenya"	1804	"africa"	2570000	25.5	864	54.1
"Kiribati"	1804	"asia"	17900	24.9	553	37
"Kuwait"	1804	"asia"	81300	26	1110	40
"Kyrgyz Republic"	1804	"asia"	530000	23.9	508	36.9
"Lao"	1804	"asia"	470000	31.9	865	32.6
"Latvia"	1804	"europe"	591000	33	754	45
"Lebanon"	1804	"asia"	332000	29.7	1080	47.5
"Lesotho"	1804	"africa"	276000	32.8	394	56
"Liberia"	1804	"africa"	314000	31.1	797	36.5
"Libya"	1804	"africa"	533000	33.1	1050	40
"Lithuania"	1804	"europe"	779000	28.9	1280	44.6
"Luxembourg"	1804	"europe"	127000	36.9	1450	33.8
"Macedonia, FYR"	1804	"europe"	392000	36.1	690	31.1
"Madagascar"	1804	"africa"	1570000	30.5	573	38.8
"Malawi"	1804	"africa"	737000	30.3	350	44.8
"Malaysia"	1804	"asia"	287000	30.6	997	20
"Maldives"	1804	"asia"	42400	32.6	843	41.3
"Mali"	1804	"africa"	1400000	26.4	603	49.2
"Malta"	1804	"europe"	134000	28.7	782	28
"Mauritania"	1804	"africa"	383000	32	528	40.3
"Mauritius"	1804	"africa"	68400	28.7	941	38.6
"Mexico"	1804	"americas"	6260000	26.9	1380	36.1
"Micronesia, Fed. Sts."	1804	"asia"	16400	26.7	519	42.4
"Moldova"	1804	"europe"	713000	33.1	621	43.4
"Mongolia"	1804	"asia"	619000	31.8	592	32
"Montenegro"	1804	"europe"	127000	35.4	1060	30.2
"Morocco"	1804	"africa"	2540000	33.1	715	55.4
"Mozambique"	1804	"africa"	2000000	30.3	391	52.1
"Myanmar"	1804	"asia"	3510000	30.8	840	26.2
"Namibia"	1804	"africa"	229000	32.4	540	51.4
"Nepal"	1804	"asia"	3880000	32.8	654	25.8
"Netherlands"	1804	"europe"	2270000	39.9	4500	51.9
"New Zealand"	1804	"asia"	100000	34	659	38.2
"Nicaragua"	1804	"americas"	219000	25.4	974	39.4
"Niger"	1804	"africa"	1240000	30.8	446	34.9
"Nigeria"	1804	"africa"	12100000	30.4	857	53.5
"North Korea"	1804	"asia"	4340000	26	576	37
"Norway"	1804	"europe"	888000	40.5	1290	35.1
"Oman"	1804	"asia"	318000	32.3	916	40
"Pakistan"	1804	"asia"	13200000	25.8	1020	24.5
"Palestine"	1804	"asia"	166000	32.1	1220	34
"Panama"	1804	"americas"	78800	32.9	848	40.1
"Papua New Guinea"	1804	"asia"	755000	31.5	547	28.4
"Paraguay"	1804	"americas"	143000	35.5	836	40.8
"Peru"	1804	"americas"	1310000	35.7	1200	53
"Philippines"	1804	"asia"	1890000	30.9	962	28.5
"Poland"	1804	"europe"	9690000	35.9	1230	29.5
"Portugal"	1804	"europe"	3080000	35.6	1680	58.1
"Qatar"	1804	"asia"	14100	30.8	1110	40
"Romania"	1804	"europe"	5640000	35.7	816	40.5
"Russia"	1804	"europe"	31100000	29.6	1440	52.8
"Rwanda"	1804	"africa"	928000	31.8	433	42.5
"Samoa"	1804	"asia"	47300	25.4	1400	42.1
"Sao Tome and Principe"	1804	"africa"	22700	31	857	32.1
"Saudi Arabia"	1804	"asia"	2090000	32.1	848	40
"Senegal"	1804	"africa"	1010000	25.2	497	53.8
"Serbia"	1804	"europe"	2150000	35.5	1360	33.7
"Seychelles"	1804	"africa"	12500	37	804	41.3
"Sierra Leone"	1804	"africa"	794000	25.1	734	41.2
"Singapore"	1804	"asia"	30000	29.1	1020	47
"Slovak Republic"	1804	"europe"	2140000	36.4	1430	27.8
"Slovenia"	1804	"europe"	470000	36.6	1410	21.9
"Solomon Islands"	1804	"asia"	57000	25.1	363	46.1
"Somalia"	1804	"africa"	993000	29.4	696	50.9
"South Africa"	1804	"africa"	1460000	33.5	1480	35.2
"South Korea"	1804	"asia"	9400000	25.8	573	32
"South Sudan"	1804	"africa"	1030000	26.7	508	45
"Spain"	1804	"europe"	11700000	29.5	1520	32.3
"Sri Lanka"	1804	"asia"	1210000	32.6	898	37.2
"St. Lucia"	1804	"americas"	24000	28	875	42.6
"St. Vincent and the Grenadines"	1804	"americas"	25800	26	838	40
"Sudan"	1804	"africa"	4020000	31.4	519	33.9
"Suriname"	1804	"americas"	80700	32.9	1640	45.6
"Swaziland"	1804	"africa"	86000	32.3	490	60.5
"Sweden"	1804	"europe"	2390000	39.7	1360	39.5
"Switzerland"	1804	"europe"	1860000	38	2700	38.6
"Syria"	1804	"asia"	1340000	31.1	1080	46.5
"Tajikistan"	1804	"asia"	467000	24.2	557	36.4
"Tanzania"	1804	"africa"	3020000	32.2	562	27.9
"Thailand"	1804	"asia"	4660000	30.4	931	46.2
"Timor-Leste"	1804	"asia"	137000	28.9	525	35.9
"Togo"	1804	"africa"	446000	31.3	683	43.6
"Tonga"	1804	"asia"	18600	28.2	663	37.7
"Trinidad and Tobago"	1804	"americas"	60000	32.9	1230	45.5
"Tunisia"	1804	"africa"	865000	28.8	716	74.2
"Turkey"	1804	"europe"	9830000	35	1220	54.5
"Turkmenistan"	1804	"asia"	367000	24	947	35
"Uganda"	1804	"africa"	2100000	25.3	464	43.6
"Ukraine"	1804	"europe"	11200000	36.6	767	40.1
"United Arab Emirates"	1804	"asia"	40200	30.7	1010	40
"United Kingdom"	1804	"europe"	13000000	41.4	3290	58.9
"United States"	1804	"americas"	7340000	39.4	2160	52
"Uruguay"	1804	"americas"	55000	32.9	1760	54.7
"Uzbekistan"	1804	"asia"	1920000	26.9	503	33.9
"Vanuatu"	1804	"asia"	27800	24.3	586	37.6
"Venezuela"	1804	"americas"	718000	32.2	682	62.8
"Vietnam"	1804	"asia"	6550000	32	861	34.2
"Yemen"	1804	"asia"	2590000	23.4	887	50.1
"Zambia"	1804	"africa"	747000	32.6	670	54.5
"Zimbabwe"	1804	"africa"	1090000	33.7	873	27.5
"Afghanistan"	1805	"asia"	3280000	28.2	603	30.5
"Albania"	1805	"europe"	417000	35.4	668	38.9
"Algeria"	1805	"africa"	2550000	28.8	720	56.2
"Angola"	1805	"africa"	1570000	27	631	57.2
"Antigua and Barbuda"	1805	"americas"	37000	33.5	757	40
"Argentina"	1805	"americas"	534000	33.2	1510	47.7
"Armenia"	1805	"europe"	413000	34	514	31.5
"Australia"	1805	"asia"	347000	34	824	38.7
"Austria"	1805	"europe"	3250000	34.4	1880	33.4
"Azerbaijan"	1805	"europe"	880000	29.2	776	70.5
"Bahamas"	1805	"americas"	27400	35.2	1450	40
"Bahrain"	1805	"asia"	64500	30.3	1260	40
"Bangladesh"	1805	"asia"	19400000	25.5	876	28
"Barbados"	1805	"americas"	81700	32.1	914	40
"Belarus"	1805	"europe"	2360000	36.2	609	55.6
"Belgium"	1805	"europe"	3210000	40	2410	41.7
"Belize"	1805	"americas"	25500	26.5	579	60.3
"Benin"	1805	"africa"	637000	31	597	40.7
"Bhutan"	1805	"asia"	90000	28.8	630	40.9
"Bolivia"	1805	"americas"	1100000	33	854	39.2
"Bosnia and Herzegovina"	1805	"europe"	852000	35.1	669	30
"Botswana"	1805	"africa"	121000	33.6	398	47
"Brazil"	1805	"americas"	3840000	32	1110	37.9
"Brunei"	1805	"asia"	2130	29.2	1510	40
"Bulgaria"	1805	"europe"	2040000	36	1090	38.9
"Burkina Faso"	1805	"africa"	1670000	29.2	480	38.1
"Burundi"	1805	"africa"	899000	31.5	420	35.1
"Cambodia"	1805	"asia"	2090000	35	904	42
"Cameroon"	1805	"africa"	1860000	28.8	627	41.9
"Canada"	1805	"americas"	684000	39	1360	44.8
"Cape Verde"	1805	"africa"	55700	33.8	530	52.5
"Central African Republic"	1805	"africa"	479000	30	424	57.6
"Chad"	1805	"africa"	1430000	30.9	418	28.2
"Chile"	1805	"americas"	771000	32	1030	48.4
